frh1_final ADY.gz BAS.gz CEU.gz CLM.gz ESN.gz FRN.gz HZP.gz IBS.gz KLS.gz MAN.gz MSL.gz MXL.gz MZB.gz PEL.gz PTH.gz PUR.gz RUS.gz SAR.gz
32121288 0.0357143 0 0.05 0.166667 0 0.025 0.0588235 0.0666667 0.0789474 0.0277778 0 0.5 0.0526316 0.357143 0.075 0 0.1 0
32805524 0.0357143 0.0263158 0.05 0 0 0.025 0.176471 0.0666667 0.131579 0 0 0.5 0.131579 0.214286 0.05 0.111111 0.05 0.075
32833591 0 0.0263158 0 0 0 0.025 0.117647 0 0.131579 0 0 0.458333 0.131579 0.214286 0.05 0.0555556 0.05 0.075
32835365 0.0714286 0.0263158 0 0 0.075 0.05 0.117647 0 0.131579 0.138889 0.0263158 0.5 0.131579 0.214286 0.1 0.0555556 0.05 0.075
32871271 0 0.0263158 0.05 0 0 0.025 0.117647 0 0.157895 0 0 0.458333 0.131579 0.285714 0.125 0.0555556 0.05 0.05
32927611 0.0714286 0.0789474 0.25 0.111111 0.15 0.05 0.588235 0 0.236842 0.138889 0.0526316 0.25 0.0789474 0.285714 0.2 0.0555556 0.1 0.05
32950336 0.0714286 0.0526316 0.25 0.111111 0.15 0.05 0.588235 0 0.263158 0.138889 0.0526316 0.208333 0.0789474 0.357143 0.225 0.0555556 0.1 0.05
32963247 0.0714286 0.0526316 0.25 0.111111 0.1 0.05 0.588235 0 0.263158 0.111111 0.0263158 0.208333 0.0789474 0.285714 0.25 0.0555556 0.1 0.05
32963704 0.0714286 0.0526316 0.25 0.111111 0.025 0.05 0.588235 0 0.263158 0.111111 0.0263158 0.208333 0.0789474 0.285714 0.25 0.0555556 0.1 0.05
32972031 0.0714286 0.0526316 0.25 0.111111 0.025 0.05 0.588235 0 0.263158 0.111111 0.0263158 0.208333 0.0789474 0.285714 0.25 0.0555556 0.1 0.05
32974031 0.0714286 0.0526316 0.25 0.111111 0.075 0.05 0.588235 0 0.263158 0.138889 0.157895 0.208333 0.0789474 0.285714 0.25 0.0555556 0.1 0.05
32986327 0.0714286 0.0263158 0.25 0.111111 0.025 0.05 0.5 0 0.184211 0.111111 0.0263158 0.208333 0 0.214286 0.15 0.0555556 0.075 0.025
33056244 0.0714286 0.0263158 0.25 0.111111 0.025 0.05 0.529412 0 0.184211 0.0833333 0.0263158 0.166667 0.0263158 0.214286 0.15 0.0555556 0.1 0.025
33061268 0.0714286 0.0263158 0.25 0.111111 0.025 0.05 0.529412 0 0.184211 0.0833333 0.0263158 0.166667 0.0263158 0.214286 0.15 0.0555556 0.1 0.025
33063849 0.0714286 0.0263158 0.25 0.111111 0.025 0.05 0.529412 0 0.184211 0.0833333 0.0263158 0.166667 0.0263158 0.214286 0.15 0.0555556 0.1 0.025
33087634 0.107143 0.0526316 0.25 0.111111 0.025 0.025 0.529412 0 0.184211 0.0833333 0.0263158 0.125 0.0263158 0.285714 0.175 0 0.125 0.025
33087881 0.142857 0.0526316 0.25 0.111111 0.025 0.05 0.529412 0 0.236842 0.0833333 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.125 0.025
33089899 0.107143 0.0526316 0.25 0.111111 0.025 0.025 0.529412 0 0.184211 0.0833333 0.0263158 0.125 0.0263158 0.285714 0.175 0 0.125 0.025
33090429 0.107143 0.0526316 0.25 0.111111 0.025 0.025 0.529412 0 0.184211 0.0833333 0.0263158 0.125 0.0263158 0.285714 0.175 0 0.125 0.025
33093037 0.107143 0.0526316 0.25 0.111111 0.025 0.025 0.529412 0 0.184211 0.0833333 0.0263158 0.125 0.0263158 0.285714 0.175 0 0.125 0.025
33095632 0.142857 0.0526316 0.25 0.111111 0.125 0.1 0.617647 0.0666667 0.210526 0.277778 0.210526 0.125 0.0789474 0.285714 0.25 0 0.15 0.025
33096898 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33098625 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33101447 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33102107 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33105224 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33114146 0.142857 0.0526316 0.25 0.111111 0.05 0.1 0.617647 0.0333333 0.210526 0.111111 0.0263158 0.125 0.0263158 0.285714 0.25 0 0.15 0.025
33116674 0.142857 0.0526316 0.25 0.111111 0.2 0.1 0.617647 0.0333333 0.210526 0.138889 0.131579 0.125 0.0526316 0.285714 0.275 0.0555556 0.15 0.025
33122328 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33122950 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0263158 0.285714 0.25 0.0555556 0.15 0.025
33123596 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33129292 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33129589 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33129754 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33131907 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33133205 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.157895 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33140562 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0263158 0.285714 0.25 0.0555556 0.15 0.025
33143085 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33144151 0.142857 0.0789474 0.25 0.166667 0.15 0.15 0.676471 0.0666667 0.263158 0.138889 0.131579 0.25 0.105263 0.285714 0.3 0.0555556 0.175 0.025
33146030 0.142857 0.0789474 0.25 0.111111 0.15 0.15 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33146609 0.142857 0.0789474 0.25 0.111111 0.15 0.15 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33146632 0.142857 0.0789474 0.25 0.111111 0.15 0.175 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33149504 0.142857 0.0789474 0.25 0.111111 0.15 0.15 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33151161 0.142857 0.0789474 0.25 0.111111 0.15 0.15 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0526316 0.285714 0.3 0.0555556 0.175 0.025
33151822 0.142857 0.0789474 0.25 0.111111 0.225 0.15 0.676471 0.0333333 0.263158 0.166667 0.157895 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33152955 0.142857 0.0789474 0.25 0.111111 0.15 0.15 0.676471 0.0333333 0.263158 0.138889 0.131579 0.208333 0.0789474 0.285714 0.3 0.0555556 0.175 0.025
33155088 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33155994 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33159513 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33162092 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.275 0.0555556 0.15 0.025
33165994 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33167553 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33168602 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33172731 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33174395 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33175458 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33179436 0.857143 0.947368 0.75 0.888889 0.85 0.9 0.382353 0.966667 0.763158 0.861111 0.868421 0.875 0.947368 0.714286 0.75 0.944444 0.85 0.975
33179624 0.857143 0.947368 0.75 0.888889 0.85 0.9 0.382353 0.966667 0.763158 0.861111 0.868421 0.875 0.947368 0.714286 0.75 0.944444 0.85 0.975
33179662 0.857143 0.947368 0.75 0.888889 0.85 0.9 0.382353 0.966667 0.763158 0.861111 0.868421 0.875 0.947368 0.714286 0.75 0.944444 0.85 0.975
33179815 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33180068 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.357143 0.25 0.0555556 0.175 0.025
33180587 0.857143 0.947368 0.75 0.888889 0.85 0.9 0.382353 0.966667 0.763158 0.861111 0.868421 0.875 0.947368 0.714286 0.75 0.944444 0.85 0.975
33180629 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33181020 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33181173 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0263158 0.285714 0.25 0.0555556 0.15 0.025
33184464 0.214286 0.131579 0.25 0.111111 0.15 0.1 0.676471 0.0666667 0.289474 0.138889 0.131579 0.166667 0.0526316 0.285714 0.3 0.0555556 0.175 0.075
33185742 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33192379 0.214286 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33200588 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33201264 0.142857 0.0526316 0.25 0.111111 0.15 0.1 0.617647 0.0333333 0.236842 0.138889 0.131579 0.125 0.0526316 0.285714 0.25 0.0555556 0.15 0.025
33206029 0.107143 0.0526316 0.25 0.111111 0.15 0.1 0.647059 0.0333333 0.236842 0.138889 0.131579 0.375 0.0263158 0.5 0.25 0.0555556 0.15 0.025
33207201 0.107143 0.0526316 0.25 0.111111 0.15 0.1 0.647059 0.0333333 0.236842 0.138889 0.131579 0.375 0.0263158 0.5 0.25 0.0555556 0.15 0.025
33207386 0.107143 0.0526316 0.25 0.111111 0.15 0.1 0.647059 0.0333333 0.236842 0.138889 0.131579 0.375 0.0263158 0.5 0.25 0.0555556 0.15 0.025
33440533 0.0714286 0 0.05 0.0555556 0.2 0 0.352941 0 0.0789474 0.138889 0.157895 0.625 0.0263158 0.285714 0.15 0.0555556 0.075 0
33676405 0.107143 0 0 0.0555556 0.075 0.025 0.411765 0 0.105263 0 0 0.25 0.0263158 0.142857 0.15 0 0.1 0.025
33998353 0.0714286 0.0263158 0.05 0 0 0 0.323529 0 0.0789474 0 0 0.666667 0 0.357143 0.1 0.0555556 0.1 0.1
34166368 0.0357143 0.0263158 0.05 0.0555556 0 0 0.352941 0 0.0789474 0 0 0.666667 0.0263158 0.428571 0.075 0.0555556 0.125 0.1
